rank,scats_site,total_volume,months_present,first_month,last_month,avg_monthly_volume,max_monthly_volume,best_month,best_month_volume,percent_of_network,cumulative_volume,cumulative_percent,percentile_band
1,4415,674498771,147,2014-01,2026-04,4588427.01,5171583,2024-10,5171583,0.125134,674498771,0.125134,Top 1%
2,3380,638170425,147,2014-01,2026-04,4341295.41,5623984,2019-10,5623984,0.118394,1312669196,0.243529,Top 1%
3,2404,560184622,147,2014-01,2026-04,3810779.74,4564372,2014-08,4564372,0.103926,1872853818,0.347455,Top 1%
4,849,548183949,147,2014-01,2026-04,3729142.51,4709610,2021-05,4709610,0.1017,2421037767,0.449155,Top 1%
5,1359,546970945,147,2014-01,2026-04,3720890.78,12236931,2017-04,12236931,0.101475,2968008712,0.55063,Top 1%
6,2487,544715773,147,2014-01,2026-04,3705549.48,4174126,2018-10,4174126,0.101057,3512724485,0.651686,Top 1%
7,3386,543973902,147,2014-01,2026-04,3700502.73,4235558,2017-03,4235558,0.100919,4056698387,0.752605,Top 1%
8,2405,518575823,147,2014-01,2026-04,3527726.69,4018888,2019-03,4018888,0.096207,4575274210,0.848812,Top 1%
9,3519,513927484,147,2014-01,2026-04,3496105.33,4043387,2019-10,4043387,0.095345,5089201694,0.944157,Top 1%
10,416,505992688,147,2014-01,2026-04,3442127.13,4005976,2017-03,4005976,0.093873,5595194382,1.03803,Top 1%
11,2101,497445056,147,2014-01,2026-04,3383979.97,4481475,2023-03,4481475,0.092287,6092639438,1.130316,Top 1%
12,855,497003865,147,2014-01,2026-04,3380978.67,3947622,2016-11,3947622,0.092205,6589643303,1.222521,Top 1%
13,3357,495736142,147,2014-01,2026-04,3372354.71,3951812,2019-10,3951812,0.09197,7085379445,1.314491,Top 1%
14,3516,494139005,147,2014-01,2026-04,3361489.83,3941371,2025-10,3941371,0.091673,7579518450,1.406165,Top 1%
15,3060,492433092,147,2014-01,2026-04,3349884.98,3842180,2025-10,3842180,0.091357,8071951542,1.497522,Top 1%
16,2816,491145042,147,2014-01,2026-04,3341122.73,4127796,2025-10,4127796,0.091118,8563096584,1.58864,Top 1%
17,3393,489568230,147,2014-01,2026-04,3330396.12,5419559,2018-05,5419559,0.090825,9052664814,1.679465,Top 1%
18,3376,488890200,147,2014-01,2026-04,3325783.67,4534060,2025-10,4534060,0.0907,9541555014,1.770165,Top 1%
19,415,488718913,147,2014-01,2026-04,3324618.46,3737399,2016-07,3737399,0.090668,10030273927,1.860833,Top 1%
20,414,486344942,147,2014-01,2026-04,3308468.99,3719078,2018-10,3719078,0.090228,10516618869,1.95106,Top 1%
21,2929,485057518,147,2014-01,2026-04,3299711.01,4514522,2023-07,4514522,0.089989,11001676387,2.041049,Top 1%
22,4035,478691176,147,2014-01,2026-04,3256402.56,5179024,2025-03,5179024,0.088808,11480367563,2.129856,Top 1%
23,2438,470322516,147,2014-01,2026-04,3199472.9,5489275,2017-05,5489275,0.087255,11950690079,2.217111,Top 1%
24,3052,468472268,147,2014-01,2026-04,3186886.18,3799977,2025-03,3799977,0.086912,12419162347,2.304023,Top 1%
25,3381,460540614,147,2014-01,2026-04,3132929.35,3728104,2025-10,3728104,0.08544,12879702961,2.389463,Top 1%
26,2403,456674810,147,2014-01,2026-04,3106631.36,3629316,2019-03,3629316,0.084723,13336377771,2.474187,Top 1%
27,3360,452364288,147,2014-01,2026-04,3077308.08,5604686,2017-01,5604686,0.083923,13788742059,2.55811,Top 1%
28,3385,449217059,147,2014-01,2026-04,3055898.36,3951516,2025-08,3951516,0.083339,14237959118,2.641449,Top 1%
29,2326,444606362,147,2014-01,2026-04,3024533.07,3887329,2019-05,3887329,0.082484,14682565480,2.723933,Top 1%
30,2316,432349576,147,2014-01,2026-04,2941153.58,3346830,2017-10,3346830,0.08021,15114915056,2.804144,Top 1%
31,2985,431212288,147,2014-01,2026-04,2933416.93,4442330,2026-03,4442330,0.079999,15546127344,2.884143,Top 1%
32,538,428564669,147,2014-01,2026-04,2915405.91,3353745,2018-05,3353745,0.079508,15974692013,2.963651,Top 1%
33,3059,424979480,147,2014-01,2026-04,2891016.87,3440585,2025-10,3440585,0.078843,16399671493,3.042494,Top 1%
34,2420,424321860,147,2014-01,2026-04,2886543.27,6002980,2018-09,6002980,0.078721,16823993353,3.121215,Top 1%
35,3392,421387756,147,2014-01,2026-04,2866583.37,3945259,2025-03,3945259,0.078177,17245381109,3.199391,Top 1%
36,2628,418491452,147,2014-01,2026-04,2846880.63,6187828,2019-07,6187828,0.077639,17663872561,3.27703,Top 1%
37,2173,416360476,147,2014-01,2026-04,2832384.19,4032203,2017-05,4032203,0.077244,18080233037,3.354274,Top 1%
38,3382,415850171,147,2014-01,2026-04,2828912.73,3549923,2023-05,3549923,0.077149,18496083208,3.431423,Top 1%
39,2329,415125460,147,2014-01,2026-04,2823982.72,5176562,2024-05,5176562,0.077015,18911208668,3.508438,Top 1%
40,3383,414910027,147,2014-01,2026-04,2822517.19,3642270,2017-03,3642270,0.076975,19326118695,3.585413,Top 1%
41,4742,411127240,147,2014-01,2026-04,2796783.95,3569618,2024-10,3569618,0.076273,19737245935,3.661686,Top 1%
42,117,410542112,147,2014-01,2026-04,2792803.48,4358054,2020-02,4358054,0.076164,20147788047,3.73785,Top 1%
43,2843,410170343,147,2014-01,2026-04,2790274.44,4268188,2023-05,4268188,0.076095,20557958390,3.813946,Top 1%
44,948,409360248,147,2014-01,2026-04,2784763.59,3314536,2025-08,3314536,0.075945,20967318638,3.889891,Top 1%
45,3735,407474384,147,2014-01,2026-04,2771934.59,3208199,2017-03,3208199,0.075595,21374793022,3.965486,Top 1%
46,3681,406633229,147,2014-01,2026-04,2766212.44,3492699,2025-10,3492699,0.075439,21781426251,4.040926,Top 1%
47,2100,404076099,147,2014-01,2026-04,2748817.0,3212511,2017-03,3212511,0.074965,22185502350,4.115891,Top 1%
48,2337,403381671,147,2014-01,2026-04,2744093.0,3110562,2025-10,3110562,0.074836,22588884021,4.190727,Top 5%
49,2701,402877256,147,2014-01,2026-04,2740661.61,3079861,2025-03,3079861,0.074742,22991761277,4.265469,Top 5%
50,3384,401283844,147,2014-01,2026-04,2729822.07,3128559,2025-10,3128559,0.074447,23393045121,4.339916,Top 5%
51,2425,398573117,147,2014-01,2026-04,2711381.75,4840110,2014-02,4840110,0.073944,23791618238,4.41386,Top 5%
52,2833,392587227,143,2014-01,2025-12,2745365.22,3186190,2019-10,3186190,0.072833,24184205465,4.486693,Top 5%
53,2416,391219605,147,2014-01,2026-04,2661357.86,3078666,2019-10,3078666,0.07258,24575425070,4.559273,Top 5%
54,2157,389651351,147,2014-01,2026-04,2650689.46,3486500,2025-03,3486500,0.072289,24965076421,4.631562,Top 5%
55,2315,387977284,147,2014-01,2026-04,2639301.25,3330697,2017-03,3330697,0.071978,25353053705,4.70354,Top 5%
56,2614,387494577,147,2014-01,2026-04,2636017.53,3444857,2025-10,3444857,0.071889,25740548282,4.775428,Top 5%
57,2421,387026675,147,2014-01,2026-04,2632834.52,3890062,2025-10,3890062,0.071802,26127574957,4.84723,Top 5%
58,3390,385989403,147,2014-01,2026-04,2625778.25,2932977,2019-08,2932977,0.071609,26513564360,4.91884,Top 5%
59,2103,385146382,147,2014-01,2026-04,2620043.41,3004930,2017-03,3004930,0.071453,26898710742,4.990293,Top 5%
60,2868,383329373,147,2014-01,2026-04,2607682.81,3335599,2025-10,3335599,0.071116,27282040115,5.061409,Top 5%
61,5296,381968735,147,2014-01,2026-04,2598426.77,3893238,2025-03,3893238,0.070863,27664008850,5.132272,Top 5%
62,2406,381814908,147,2014-01,2026-04,2597380.33,2997668,2023-03,2997668,0.070835,28045823758,5.203107,Top 5%
63,4711,381289235,147,2014-01,2026-04,2593804.32,3054727,2025-10,3054727,0.070737,28427112993,5.273844,Top 5%
64,195,380350457,147,2014-01,2026-04,2587418.07,3140491,2021-12,3140491,0.070563,28807463450,5.344408,Top 5%
65,1144,379896684,147,2014-01,2026-04,2584331.18,2930828,2016-11,2930828,0.070479,29187360134,5.414887,Top 5%
66,429,379284312,147,2014-01,2026-04,2580165.39,3011403,2019-10,3011403,0.070365,29566644446,5.485252,Top 5%
67,999,377759395,147,2014-01,2026-04,2569791.8,3051000,2016-12,3051000,0.070083,29944403841,5.555335,Top 5%
68,1156,377073282,147,2014-01,2026-04,2565124.37,3103591,2023-11,3103591,0.069955,30321477123,5.62529,Top 5%
69,2407,375739484,147,2014-01,2026-04,2556050.91,2947193,2018-10,2947193,0.069708,30697216607,5.694998,Top 5%
70,3671,375708270,147,2014-01,2026-04,2555838.57,2856153,2025-10,2856153,0.069702,31072924877,5.7647,Top 5%
71,2172,375339204,147,2014-01,2026-04,2553327.92,3050446,2024-10,3050446,0.069634,31448264081,5.834333,Top 5%
72,2422,374935276,147,2014-01,2026-04,2550580.11,3116644,2025-10,3116644,0.069559,31823199357,5.903892,Top 5%
73,3706,374815046,147,2014-01,2026-04,2549762.22,3109200,2017-12,3109200,0.069536,32198014403,5.973428,Top 5%
74,4169,373067435,147,2014-01,2026-04,2537873.71,2963235,2016-08,2963235,0.069212,32571081838,6.04264,Top 5%
75,4461,372247743,147,2014-01,2026-04,2532297.57,2932853,2017-03,2932853,0.06906,32943329581,6.1117,Top 5%
76,2020,372199007,147,2014-01,2026-04,2531966.03,2936924,2017-05,2936924,0.069051,33315528588,6.180751,Top 5%
77,4187,371012670,147,2014-01,2026-04,2523895.71,3159005,2021-03,3159005,0.068831,33686541258,6.249582,Top 5%
78,2827,370582073,147,2014-01,2026-04,2520966.48,3272840,2014-10,3272840,0.068751,34057123331,6.318333,Top 5%
79,2336,368801497,147,2014-01,2026-04,2508853.72,2920025,2024-12,2920025,0.068421,34425924828,6.386754,Top 5%
80,4381,368514266,147,2014-01,2026-04,2506899.77,3810753,2014-04,3810753,0.068367,34794439094,6.455121,Top 5%
81,2104,367296762,147,2014-01,2026-04,2498617.43,2894548,2024-10,2894548,0.068141,35161735856,6.523262,Top 5%
82,2412,366473067,147,2014-01,2026-04,2493014.06,2933680,2019-10,2933680,0.067989,35528208923,6.591251,Top 5%
83,2613,365991541,147,2014-01,2026-04,2489738.37,2777566,2019-10,2777566,0.067899,35894200464,6.659151,Top 5%
84,4155,365437068,147,2014-01,2026-04,2485966.45,3071712,2017-03,3071712,0.067796,36259637532,6.726947,Top 5%
85,2302,364909593,147,2014-01,2026-04,2482378.18,3444909,2025-03,3444909,0.067699,36624547125,6.794646,Top 5%
86,3198,363923761,146,2014-01,2026-04,2492628.5,3035865,2022-08,3035865,0.067516,36988470886,6.862161,Top 5%
87,3174,362999983,147,2014-01,2026-04,2469387.64,3148843,2026-03,3148843,0.067344,37351470869,6.929506,Top 5%
88,2424,361274463,147,2014-01,2026-04,2457649.41,3389212,2024-05,3389212,0.067024,37712745332,6.99653,Top 5%
89,2161,357753587,147,2014-01,2026-04,2433697.87,2932119,2022-03,2932119,0.066371,38070498919,7.062901,Top 5%
90,3056,354941351,147,2014-01,2026-04,2414567.01,4221046,2014-10,4221046,0.065849,38425440270,7.12875,Top 5%
91,2437,354411127,147,2014-01,2026-04,2410960.05,3015954,2017-12,3015954,0.065751,38779851397,7.194501,Top 5%
92,2309,354290866,147,2014-01,2026-04,2410141.95,3211881,2025-03,3211881,0.065729,39134142263,7.26023,Top 5%
93,202,352422511,147,2014-01,2026-04,2397432.05,2720446,2014-10,2720446,0.065382,39486564774,7.325612,Top 5%
94,3022,352302804,147,2014-01,2026-04,2396617.71,3212070,2019-10,3212070,0.06536,39838867578,7.390972,Top 5%
95,2918,352085251,147,2014-01,2026-04,2395137.76,3332537,2019-05,3332537,0.065319,40190952829,7.456291,Top 5%
96,408,351742972,147,2014-01,2026-04,2392809.33,3150431,2024-05,3150431,0.065256,40542695801,7.521547,Top 5%
97,2408,350979736,147,2014-01,2026-04,2387617.25,2789668,2019-10,2789668,0.065114,40893675537,7.586661,Top 5%
98,2325,350367083,147,2014-01,2026-04,2383449.54,2869652,2018-05,2869652,0.065001,41244042620,7.651662,Top 5%
99,417,349674249,147,2014-01,2026-04,2378736.39,3255419,2016-04,3255419,0.064872,41593716869,7.716534,Top 5%
100,2409,348853457,147,2014-01,2026-04,2373152.77,3067159,2019-10,3067159,0.06472,41942570326,7.781254,Top 5%
101,2320,347501419,147,2014-01,2026-04,2363955.23,2765212,2018-08,2765212,0.064469,42290071745,7.845723,Top 5%
102,2312,344490057,147,2014-01,2026-04,2343469.78,2810211,2018-07,2810211,0.06391,42634561802,7.909633,Top 5%
103,3389,344377178,147,2014-01,2026-04,2342701.89,2811889,2019-03,2811889,0.063889,42978938980,7.973523,Top 5%
104,2430,344220706,147,2014-01,2026-04,2341637.46,2833929,2018-03,2833929,0.06386,43323159686,8.037383,Top 5%
105,3701,342510963,147,2014-01,2026-04,2330006.55,2594807,2025-03,2594807,0.063543,43665670649,8.100926,Top 5%
106,4734,342450502,147,2014-01,2026-04,2329595.25,2631050,2019-03,2631050,0.063532,44008121151,8.164458,Top 5%
107,725,342262233,144,2014-01,2026-04,2376821.06,3462015,2014-02,3462015,0.063497,44350383384,8.227955,Top 5%
108,2756,342029645,147,2014-01,2026-04,2326732.28,2875230,2019-10,2875230,0.063454,44692413029,8.291409,Top 5%
109,432,341324337,147,2014-01,2026-04,2321934.27,2709355,2017-10,2709355,0.063323,45033737366,8.354732,Top 5%
110,604,340669484,147,2014-01,2026-04,2317479.48,2649594,2017-03,2649594,0.063202,45374406850,8.417934,Top 5%
111,1197,339931084,147,2014-01,2026-04,2312456.35,4529531,2022-05,4529531,0.063065,45714337934,8.480998,Top 5%
112,3689,339858763,147,2014-01,2026-04,2311964.37,2665966,2026-03,2665966,0.063051,46054196697,8.54405,Top 5%
113,3075,339736344,147,2014-01,2026-04,2311131.59,2732620,2024-03,2732620,0.063028,46393933041,8.607078,Top 5%
114,3088,339541628,147,2014-01,2026-04,2309806.99,2666105,2024-10,2666105,0.062992,46733474669,8.67007,Top 5%
115,2627,338248403,147,2014-01,2026-04,2301009.54,2825825,2025-10,2825825,0.062752,47071723072,8.732823,Top 5%
116,3172,338248138,147,2014-01,2026-04,2301007.74,2772477,2017-03,2772477,0.062752,47409971210,8.795575,Top 5%
117,2108,338162854,147,2014-01,2026-04,2300427.58,2607216,2019-08,2607216,0.062737,47748134064,8.858312,Top 5%
118,121,336243923,147,2014-01,2026-04,2287373.63,3466914,2024-03,3466914,0.062381,48084377987,8.920692,Top 5%
119,3693,335728570,147,2014-01,2026-04,2283867.82,2785280,2019-03,2785280,0.062285,48420106557,8.982977,Top 5%
120,456,335637786,147,2014-01,2026-04,2283250.24,2618929,2019-10,2618929,0.062268,48755744343,9.045245,Top 5%
121,256,335502364,147,2014-01,2026-04,2282329.01,2935303,2024-03,2935303,0.062243,49091246707,9.107488,Top 5%
122,4562,335176664,147,2014-01,2026-04,2280113.36,3352610,2014-05,3352610,0.062183,49426423371,9.169671,Top 5%
123,164,334678369,147,2014-01,2026-04,2276723.6,2598132,2019-10,2598132,0.06209,49761101740,9.231761,Top 5%
124,2411,334148208,147,2014-01,2026-04,2273117.06,2838141,2019-10,2838141,0.061992,50095249948,9.293752,Top 5%
125,2419,334144748,147,2014-01,2026-04,2273093.52,2651080,2019-10,2651080,0.061991,50429394696,9.355743,Top 5%
126,3361,333077543,147,2014-01,2026-04,2265833.63,2797461,2014-03,2797461,0.061793,50762472239,9.417537,Top 5%
127,126,332820160,147,2014-01,2026-04,2264082.72,2685256,2014-03,2685256,0.061745,51095292399,9.479282,Top 5%
128,2899,332753089,129,2014-01,2024-10,2579481.31,3191730,2018-11,3191730,0.061733,51428045488,9.541015,Top 5%
129,2321,332405549,147,2014-01,2026-04,2261262.24,2692005,2019-10,2692005,0.061668,51760451037,9.602683,Top 5%
130,3744,331777097,147,2014-01,2026-04,2256987.05,2665802,2019-10,2665802,0.061552,52092228134,9.664235,Top 5%
131,3016,329501897,147,2014-01,2026-04,2241509.5,2685707,2019-10,2685707,0.06113,52421730031,9.725365,Top 5%
132,3541,328965579,147,2014-01,2026-04,2237861.08,2762824,2014-03,2762824,0.06103,52750695610,9.786395,Top 5%
133,2003,327062560,147,2014-01,2026-04,2224915.37,2580888,2018-05,2580888,0.060677,53077758170,9.847072,Top 5%
134,4975,326298524,147,2014-01,2026-04,2219717.85,2986469,2018-10,2986469,0.060535,53404056694,9.907608,Top 5%
135,3064,326109276,147,2014-01,2026-04,2218430.45,2690670,2023-03,2690670,0.0605,53730165970,9.968108,Top 5%
136,4382,325961212,147,2014-01,2026-04,2217423.21,2740813,2019-08,2740813,0.060473,54056127182,10.028581,Top 5%
137,4901,325605948,147,2014-01,2026-04,2215006.45,2600595,2019-03,2600595,0.060407,54381733130,10.088988,Top 5%
138,4902,325325591,147,2014-01,2026-04,2213099.26,6121033,2017-02,6121033,0.060355,54707058721,10.149343,Top 5%
139,2306,325236056,147,2014-01,2026-04,2212490.18,4165658,2014-10,4165658,0.060338,55032294777,10.209681,Top 5%
140,867,324797828,147,2014-01,2026-04,2209509.03,2550188,2025-10,2550188,0.060257,55357092605,10.269938,Top 5%
141,2169,324079205,147,2014-01,2026-04,2204620.44,2686389,2025-10,2686389,0.060124,55681171810,10.330062,Top 5%
142,2002,324076527,147,2014-01,2026-04,2204602.22,2667472,2018-05,2667472,0.060123,56005248337,10.390185,Top 5%
143,185,323703233,147,2014-01,2026-04,2202062.81,3462746,2018-05,3462746,0.060054,56328951570,10.450239,Top 5%
144,869,323306152,147,2014-01,2026-04,2199361.58,2530631,2015-12,2530631,0.05998,56652257722,10.510219,Top 5%
145,5079,322643882,147,2014-01,2026-04,2194856.34,3290158,2025-10,3290158,0.059857,56974901604,10.570077,Top 5%
146,4380,322074065,147,2014-01,2026-04,2190980.03,2529100,2024-10,2529100,0.059752,57296975669,10.629828,Top 5%
147,2498,321827244,147,2014-01,2026-04,2189300.98,2910721,2014-12,2910721,0.059706,57618802913,10.689534,Top 5%
148,1038,321321426,147,2014-01,2026-04,2185860.04,3839096,2019-07,3839096,0.059612,57940124339,10.749146,Top 5%
149,814,320599397,130,2014-01,2024-11,2466149.21,2958852,2017-05,2958852,0.059478,58260723736,10.808624,Top 5%
150,4384,319025660,147,2014-01,2026-04,2170242.59,2444001,2022-08,2444001,0.059186,58579749396,10.867811,Top 5%
151,2327,318729077,147,2014-01,2026-04,2168225.01,2681992,2015-12,2681992,0.059131,58898478473,10.926942,Top 5%
152,2310,317847884,147,2014-01,2026-04,2162230.5,3097497,2025-01,3097497,0.058968,59216326357,10.985909,Top 5%
153,2017,317561062,147,2014-01,2026-04,2160279.33,2489205,2024-10,2489205,0.058914,59533887419,11.044824,Top 5%
154,2434,317361026,147,2014-01,2026-04,2158918.54,3897766,2016-10,3897766,0.058877,59851248445,11.103701,Top 5%
155,3747,317352556,147,2014-01,2026-04,2158860.93,2488874,2016-05,2488874,0.058876,60168601001,11.162577,Top 5%
156,4301,316654574,147,2014-01,2026-04,2154112.75,2531661,2018-03,2531661,0.058746,60485255575,11.221323,Top 5%
157,2413,315989551,147,2014-01,2026-04,2149588.78,3071750,2024-10,3071750,0.058623,60801245126,11.279946,Top 5%
158,2328,315813854,147,2014-01,2026-04,2148393.56,2574613,2015-12,2574613,0.05859,61117058980,11.338536,Top 5%
159,3556,315643064,147,2014-01,2026-04,2147231.73,3149458,2015-10,3149458,0.058559,61432702044,11.397095,Top 5%
160,2880,314785178,147,2014-01,2026-04,2141395.77,2943658,2018-03,2943658,0.058399,61747487222,11.455494,Top 5%
161,784,314650790,147,2014-01,2026-04,2140481.56,2432231,2025-10,2432231,0.058375,62062138012,11.513869,Top 5%
162,2319,314547233,147,2014-01,2026-04,2139777.1,2465018,2018-10,2465018,0.058355,62376685245,11.572224,Top 5%
163,265,314113537,147,2014-01,2026-04,2136826.78,2457697,2019-10,2457697,0.058275,62690798782,11.630499,Top 5%
164,3570,313936558,147,2014-01,2026-04,2135622.84,3032251,2026-03,3032251,0.058242,63004735340,11.688741,Top 5%
165,2324,313809965,147,2014-01,2026-04,2134761.67,2489605,2017-03,2489605,0.058219,63318545305,11.74696,Top 5%
166,634,313628655,147,2014-01,2026-04,2133528.27,2509675,2022-10,2509675,0.058185,63632173960,11.805145,Top 5%
167,765,309928937,147,2014-01,2026-04,2108360.12,2498820,2019-10,2498820,0.057499,63942102897,11.862643,Top 5%
168,422,309291785,147,2014-01,2026-04,2104025.75,2560589,2025-03,2560589,0.05738,64251394682,11.920023,Top 5%
169,3083,309268293,144,2014-01,2026-04,2147696.48,2698016,2023-08,2698016,0.057376,64560662975,11.977399,Top 5%
170,574,308769861,147,2014-01,2026-04,2100475.24,2518828,2025-08,2518828,0.057283,64869432836,12.034683,Top 5%
171,3740,308702476,144,2014-01,2026-04,2143767.19,2967076,2025-10,2967076,0.057271,65178135312,12.091954,Top 5%
172,576,306943001,147,2014-01,2026-04,2088047.63,2382388,2019-08,2382388,0.056945,65485078313,12.148898,Top 5%
173,2418,306406783,147,2014-01,2026-04,2084399.88,2486639,2019-10,2486639,0.056845,65791485096,12.205743,Top 5%
174,4896,306067545,147,2014-01,2026-04,2082092.14,2447885,2017-03,2447885,0.056782,66097552641,12.262526,Top 5%
175,3151,303952073,147,2014-01,2026-04,2067701.18,3527985,2016-05,3527985,0.05639,66401504714,12.318915,Top 5%
176,3745,303668879,147,2014-01,2026-04,2065774.69,2438618,2017-03,2438618,0.056337,66705173593,12.375252,Top 5%
177,2109,302888523,147,2014-01,2026-04,2060466.14,2835842,2018-03,2835842,0.056192,67008062116,12.431445,Top 5%
178,2305,302705692,147,2014-01,2026-04,2059222.39,2399465,2017-03,2399465,0.056158,67310767808,12.487603,Top 5%
179,426,302300599,147,2014-01,2026-04,2056466.66,2318181,2019-08,2318181,0.056083,67613068407,12.543687,Top 5%
180,2110,302268848,147,2014-01,2026-04,2056250.67,2436223,2018-03,2436223,0.056077,67915337255,12.599764,Top 5%
181,2617,299558196,147,2014-01,2026-04,2037810.86,2481908,2023-05,2481908,0.055575,68214895451,12.655338,Top 5%
182,1100,299516497,147,2014-01,2026-04,2037527.19,2297443,2022-05,2297443,0.055567,68514411948,12.710905,Top 5%
183,2417,299425968,147,2014-01,2026-04,2036911.35,2407841,2019-10,2407841,0.05555,68813837916,12.766455,Top 5%
184,737,298774325,147,2014-01,2026-04,2032478.4,2646263,2025-10,2646263,0.055429,69112612241,12.821884,Top 5%
185,3511,298752711,147,2014-01,2026-04,2032331.37,2412398,2022-07,2412398,0.055425,69411364952,12.877309,Top 5%
186,3053,298710934,147,2014-01,2026-04,2032047.17,2326351,2025-07,2326351,0.055417,69710075886,12.932727,Top 5%
187,4549,298667861,147,2014-01,2026-04,2031754.16,2531711,2019-10,2531711,0.055409,70008743747,12.988136,Top 5%
188,2946,297987508,147,2014-01,2026-04,2027125.9,2970527,2025-10,2970527,0.055283,70306731255,13.043419,Top 5%
189,3395,297668130,147,2014-01,2026-04,2024953.27,2357694,2025-03,2357694,0.055224,70604399385,13.098643,Top 5%
190,4441,297423495,147,2014-01,2026-04,2023289.08,5761286,2017-02,5761286,0.055178,70901822880,13.153822,Top 5%
191,2845,297338897,147,2014-01,2026-04,2022713.59,2509823,2025-03,2509823,0.055163,71199161777,13.208984,Top 5%
192,3391,297178859,147,2014-01,2026-04,2021624.89,2376481,2023-03,2376481,0.055133,71496340636,13.264118,Top 5%
193,3696,297000291,147,2014-01,2026-04,2020410.14,2697928,2025-10,2697928,0.0551,71793340927,13.319218,Top 5%
194,2435,296217390,147,2014-01,2026-04,2015084.29,6148979,2023-05,6148979,0.054955,72089558317,13.374172,Top 5%
195,4976,296140187,147,2014-01,2026-04,2014559.1,2745586,2024-11,2745586,0.05494,72385698504,13.429113,Top 5%
196,2322,296065115,147,2014-01,2026-04,2014048.4,2501092,2025-10,2501092,0.054926,72681763619,13.484039,Top 5%
197,984,295708809,147,2014-01,2026-04,2011624.55,2689593,2018-10,2689593,0.05486,72977472428,13.5389,Top 5%
198,4212,295638686,147,2014-01,2026-04,2011147.52,2607655,2018-03,2607655,0.054847,73273111114,13.593747,Top 5%
199,5003,295376169,147,2014-01,2026-04,2009361.69,3348463,2019-10,3348463,0.054799,73568487283,13.648546,Top 5%
200,431,294168943,147,2014-01,2026-04,2001149.27,2971952,2014-01,2971952,0.054575,73862656226,13.70312,Top 5%
201,2431,294028240,147,2014-01,2026-04,2000192.11,2387273,2021-03,2387273,0.054549,74156684466,13.757669,Top 5%
202,3191,294019569,147,2014-01,2026-04,2000133.12,2751652,2019-05,2751652,0.054547,74450704035,13.812216,Top 5%
203,530,293698864,147,2014-01,2026-04,1997951.46,3533242,2021-12,3533242,0.054487,74744402899,13.866703,Top 5%
204,3066,293421875,147,2014-01,2026-04,1996067.18,5179571,2018-02,5179571,0.054436,75037824774,13.921139,Top 5%
205,3374,293324525,147,2014-01,2026-04,1995404.93,2462947,2014-03,2462947,0.054418,75331149299,13.975558,Top 5%
206,138,292735531,147,2014-01,2026-04,1991398.17,3829013,2025-03,3829013,0.054309,75623884830,14.029866,Top 5%
207,2414,292655807,147,2014-01,2026-04,1990855.83,2591236,2022-10,2591236,0.054294,75916540637,14.08416,Top 5%
208,2340,292370367,147,2014-01,2026-04,1988914.06,2599430,2020-06,2599430,0.054241,76208911004,14.138401,Top 5%
209,1121,292060666,147,2014-01,2026-04,1986807.25,2316081,2018-10,2316081,0.054184,76500971670,14.192585,Top 5%
210,3108,291824768,147,2014-01,2026-04,1985202.5,2301119,2014-03,2301119,0.05414,76792796438,14.246725,Top 5%
211,4986,291550100,147,2014-01,2026-04,1983334.01,2359864,2022-06,2359864,0.054089,77084346538,14.300814,Top 5%
212,3339,291524688,147,2014-01,2026-04,1983161.14,2335957,2017-08,2335957,0.054084,77375871226,14.354898,Top 5%
213,3225,290449028,147,2014-01,2026-04,1975843.73,2787576,2021-03,2787576,0.053885,77666320254,14.408782,Top 5%
214,2601,290357450,147,2014-01,2026-04,1975220.75,2765629,2024-07,2765629,0.053868,77956677704,14.46265,Top 5%
215,4744,290075067,147,2014-01,2026-04,1973299.78,2875737,2014-10,2875737,0.053815,78246752771,14.516465,Top 5%
216,2105,290003874,147,2014-01,2026-04,1972815.47,2262638,2017-03,2262638,0.053802,78536756645,14.570267,Top 5%
217,620,289424216,147,2014-01,2026-04,1968872.22,2452417,2019-10,2452417,0.053694,78826180861,14.623961,Top 5%
218,3445,289190025,147,2014-01,2026-04,1967279.08,2336464,2025-03,2336464,0.053651,79115370886,14.677612,Top 5%
219,3401,288960084,147,2014-01,2026-04,1965714.86,3340295,2025-10,3340295,0.053608,79404330970,14.731221,Top 5%
220,2429,288489859,147,2014-01,2026-04,1962516.05,2280673,2022-03,2280673,0.053521,79692820829,14.784742,Top 5%
221,2666,288411400,147,2014-01,2026-04,1961982.31,2255974,2025-10,2255974,0.053507,79981232229,14.838248,Top 5%
222,2815,286816830,147,2014-01,2026-04,1951134.9,2476603,2021-03,2476603,0.053211,80268049059,14.891459,Top 5%
223,3333,286723191,147,2014-01,2026-04,1950497.9,2249375,2017-03,2249375,0.053193,80554772250,14.944653,Top 5%
224,2871,286506877,147,2014-01,2026-04,1949026.37,2249000,2025-10,2249000,0.053153,80841279127,14.997806,Top 5%
225,2433,286416047,147,2014-01,2026-04,1948408.48,2289430,2019-10,2289430,0.053136,81127695174,15.050942,Top 5%
226,2339,285931041,147,2014-01,2026-04,1945109.12,2326593,2015-12,2326593,0.053046,81413626215,15.103989,Top 5%
227,2323,285878294,147,2014-01,2026-04,1944750.3,2264868,2019-10,2264868,0.053037,81699504509,15.157025,Top 5%
228,2304,285864401,147,2014-01,2026-04,1944655.79,2236410,2014-10,2236410,0.053034,81985368910,15.210059,Top 5%
